Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Nacionality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Unemployment_rate,Inflation_rate,GDP,Status
4,0,1,11,0,15,58,13,8,8,11,12,133.9,0,0,0,1,0,0,18,0,7,7,7.0,15.014285714285714,8,8,8,16.0875,12.4,0.5,1.79,1
4,0,1,2,0,15,56,13,24,8,0,5,136.8,1,0,0,1,0,1,18,0,2,0,0.0,7.3999999999999995,2,0,0,6.874999999999999,13.9,-0.3,0.79,1
4,3,2,11,0,15,45,13,9,10,0,17,133.5,1,0,0,1,0,0,19,0,7,8,7.0,14.05,8,8,8,15.1,13.9,-0.3,0.79,1
4,3,3,11,0,15,49,13,16,16,0,12,130.0,1,0,0,1,0,0,18,0,7,8,7.0,14.85,8,8,8,15.2,13.9,-0.3,0.79,0
4,16,1,16,0,16,54,13,16,16,17,19,140.0,1,0,0,1,0,0,19,0,6,10,6.0,13.0,6,16,5,13.0,12.4,0.5,1.79,1
4,0,2,11,0,15,57,13,10,10,19,17,132.7,1,0,0,1,0,1,19,0,7,8,7.0,14.7875,8,8,8,15.8625,13.9,-0.3,0.79,1
4,0,1,11,0,15,22,13,9,9,11,17,117.8,0,0,0,1,0,1,19,0,7,7,7.0,13.7,8,9,7,14.671428571428574,12.4,0.5,1.79,1
4,0,2,11,0,15,40,13,24,10,0,0,126.1,1,0,0,1,0,1,19,0,7,7,7.0,12.495714285714286,8,9,7,12.242857142857144,11.1,0.6,2.02,0
4,0,1,11,0,15,39,13,24,8,14,17,120.0,0,0,0,1,0,0,19,0,7,7,6.0,14.566666666666668,7,7,6,14.566666666666668,7.6,2.6,0.32,1
4,14,1,0,0,13,43,13,24,9,14,12,100.0,1,0,1,0,0,0,25,0,5,5,5.0,11.2,5,5,4,11.25,9.4,-0.8,-3.12,0
4,0,1,11,0,15,39,13,9,9,0,1,116.8,0,0,0,1,0,0,20,0,8,8,7.0,12.685714285714283,8,8,7,12.685714285714283,12.7,3.7,-1.7,1
4,15,1,13,0,14,39,13,24,9,11,12,128.3,0,0,1,0,0,0,23,0,9,12,7.0,13.571428571428571,9,14,4,13.25,8.9,1.4,3.51,0
4,0,1,5,0,15,43,13,9,9,16,17,117.0,0,0,0,1,0,0,20,0,6,0,0.0,7.3999999999999995,6,0,0,6.874999999999999,15.5,2.8,-4.06,0
4,14,1,14,1,15,39,13,10,4,19,1,131.5,0,0,0,1,0,0,27,0,6,8,5.0,11.0,6,7,6,11.166666666666666,11.1,0.6,2.02,1
4,0,1,11,0,15,66,13,9,24,0,0,134.8,0,0,0,1,0,0,18,0,8,8,8.0,14.445,8,8,8,14.445,9.4,-0.8,-3.12,1
4,8,1,14,1,9,39,13,9,24,11,1,130.0,1,0,1,0,0,0,23,0,10,12,10.5,14.0,10,11,8,14.625,13.9,-0.3,0.79,0
4,0,6,11,0,15,60,13,8,10,11,3,127.5,1,0,0,1,0,1,19,0,7,7,6.0,13.416666666666666,7,7,6,13.416666666666666,7.6,2.6,0.32,1
4,0,1,9,0,15,39,13,10,8,5,6,123.0,0,0,0,1,0,0,18,0,5,8,5.0,12.333333333333334,5,7,5,11.4,15.5,2.8,-4.06,1
4,5,1,11,0,15,37,13,24,9,19,5,100.0,1,0,0,1,0,0,20,0,7,8,7.0,13.1,8,8,8,14.8125,13.9,-0.3,0.79,1
4,0,2,0,0,15,14,13,9,9,19,21,114.2,1,0,0,1,0,0,18,0,6,9,4.0,13.2,6,10,5,12.8,12.4,0.5,1.79,1
4,0,1,11,0,15,54,13,24,24,0,0,123.5,1,0,0,1,0,1,19,0,8,8,8.0,14.75,8,8,8,14.75,9.4,-0.8,-3.12,1
4,16,1,13,0,16,54,13,9,9,4,5,144.3,1,0,0,1,0,1,19,0,6,7,6.0,13.142857142857142,6,6,6,14.333333333333334,12.4,0.5,1.79,1
4,0,1,16,0,15,68,13,16,16,14,10,160.15000000000003,0,0,0,1,0,0,18,0,5,6,4.0,13.75,5,8,5,14.857142857142858,7.6,2.6,0.32,1
4,0,1,13,0,15,41,13,10,10,19,12,135.9,0,0,0,1,0,0,18,0,6,11,5.0,12.4,6,7,6,13.0,9.4,-0.8,-3.12,1
4,0,2,8,0,15,19,13,9,9,0,17,110.1,1,0,0,1,0,0,18,0,6,6,6.0,13.333333333333334,6,6,6,12.0,11.1,0.6,2.02,1
4,12,1,3,0,15,26,13,9,8,19,21,122.5,0,0,0,0,0,0,28,0,10,11,10.5,11.727272727272728,8,8,8,12.0,15.5,2.8,-4.06,0
4,3,1,15,0,15,76,13,10,10,11,21,138.1,1,0,0,1,0,0,19,0,6,8,4.0,12.5,6,11,1,14.0,7.6,2.6,0.32,0
4,5,1,2,0,15,19,13,16,24,17,6,117.3,1,0,1,1,0,0,20,0,2,0,0.0,7.3999999999999995,2,0,0,6.874999999999999,13.9,-0.3,0.79,0
4,0,2,11,0,15,15,13,24,10,0,21,106.8,1,0,0,1,0,1,19,0,7,8,6.0,13.533333333333331,8,9,7,13.614285714285714,12.4,0.5,1.79,1
4,0,1,5,0,15,34,13,24,9,0,20,120.1,0,1,0,1,0,1,20,0,6,6,6.0,13.166666666666666,6,6,6,12.666666666666666,11.1,0.6,2.02,1
4,0,2,15,0,15,26,13,9,9,19,21,116.5,1,0,0,1,0,1,19,0,6,9,5.0,13.2,6,8,5,11.0,12.4,0.5,1.79,1
4,0,1,3,0,15,70,13,24,9,19,0,139.7,1,0,0,1,0,1,19,0,7,7,7.0,13.428571428571429,7,7,7,14.857142857142858,11.1,0.6,2.02,1
4,0,2,5,0,15,31,13,9,24,19,6,123.7,1,0,0,1,0,1,18,0,6,8,6.0,12.714285714285714,6,8,6,12.625,13.9,-0.3,0.79,1
4,3,2,6,0,15,36,13,16,24,17,15,116.5,0,0,0,1,0,0,19,0,6,0,0.0,7.3999999999999995,6,0,0,6.874999999999999,15.5,2.8,-4.06,0
4,3,1,0,0,15,34,13,22,8,19,12,122.2,0,0,0,1,0,1,19,0,6,6,6.0,13.666666666666666,6,9,6,13.666666666666666,8.9,1.4,3.51,1
4,3,1,6,0,15,39,13,24,24,0,12,123.8,0,0,0,1,0,0,18,0,5,7,4.0,12.0,5,6,5,12.0,7.6,2.6,0.32,1
4,3,3,8,0,15,36,13,9,9,11,5,120.0,0,0,0,1,0,0,18,0,6,6,0.0,7.3999999999999995,6,0,0,6.874999999999999,8.9,1.4,3.51,0
4,3,3,13,0,15,58,13,10,8,18,17,126.9,1,0,0,1,0,0,18,0,6,14,5.0,11.0,6,6,6,11.666666666666666,7.6,2.6,0.32,1
4,4,4,8,0,15,39,13,9,9,0,0,121.3,1,0,0,1,0,0,20,0,6,12,5.0,12.0,6,8,6,11.571428571428571,15.5,2.8,-4.06,0
4,3,3,11,0,15,47,13,9,24,19,21,129.0,1,0,0,1,0,1,19,0,7,7,7.0,13.308571428571428,8,10,8,12.55,12.4,0.5,1.79,1
4,0,1,3,0,15,33,13,10,10,19,21,114.9,1,0,1,0,0,0,21,0,6,8,3.0,13.666666666666666,6,7,3,10.666666666666666,15.5,2.8,-4.06,0
4,3,1,0,0,8,13,13,22,16,11,5,106.5,1,0,1,0,0,0,20,0,6,6,0.0,7.3999999999999995,6,9,0,6.874999999999999,10.8,1.4,1.74,0
4,0,1,15,0,15,39,13,10,8,19,21,133.9,1,0,0,1,0,0,18,0,6,10,5.0,12.2,6,8,4,11.25,9.4,-0.8,-3.12,1
4,0,1,8,0,15,46,13,24,20,11,6,124.9,0,0,0,1,0,1,20,0,6,7,6.0,12.666666666666666,6,6,6,12.833333333333334,10.8,1.4,1.74,1
4,0,2,11,0,15,42,13,9,10,14,21,128.5,1,0,0,1,0,1,19,0,8,8,8.0,14.07125,8,8,8,14.07125,9.4,-0.8,-3.12,1
4,0,1,16,0,6,28,13,9,9,19,21,126.2,1,0,0,1,0,0,22,0,5,14,4.0,14.25,5,9,5,13.2,9.4,-0.8,-3.12,0
4,3,1,6,0,15,28,13,9,9,19,21,121.7,1,0,0,0,0,0,22,0,6,0,0.0,7.3999999999999995,2,2,0,6.874999999999999,9.4,-0.8,-3.12,0
4,0,1,13,0,15,37,13,9,9,18,12,120.3,1,0,0,1,0,0,19,0,6,12,2.0,13.0,6,8,5,11.6,7.6,2.6,0.32,1
4,0,4,2,0,15,52,13,10,8,19,21,127.8,1,0,0,1,0,0,19,0,2,0,0.0,7.3999999999999995,2,0,0,6.874999999999999,10.8,1.4,1.74,0
4,0,2,11,0,15,31,13,28,28,18,20,123.3,1,0,0,1,0,1,20,0,8,8,7.0,14.901428571428571,8,8,7,14.901428571428571,9.4,-0.8,-3.12,0
4,0,3,11,0,15,46,13,8,9,4,5,126.3,1,0,1,1,0,1,18,0,7,8,7.0,12.65,8,9,8,12.445555555555554,15.5,2.8,-4.06,1
4,6,1,10,1,14,13,13,9,10,11,21,128.2,0,0,0,0,0,0,22,0,10,12,7.0,11.0,5,5,5,10.6,8.9,1.4,3.51,0
4,3,4,16,0,15,49,13,9,11,9,17,134.9,1,0,0,1,0,0,20,0,5,7,4.0,12.4,5,9,5,12.666666666666666,7.6,2.6,0.32,1
4,16,1,1,0,16,54,13,8,8,3,3,140.0,0,0,0,1,0,0,19,0,6,7,6.0,12.0,6,7,6,12.666666666666666,12.4,0.5,1.79,1
4,0,5,11,0,15,34,13,24,9,3,17,115.5,1,0,0,1,0,1,19,0,7,8,7.0,12.135714285714286,8,10,7,13.328571428571427,12.4,0.5,1.79,1
4,0,1,11,0,15,60,13,9,9,19,17,136.6,0,0,0,1,0,1,19,0,7,12,6.0,13.766666666666666,8,10,7,14.051428571428572,15.5,2.8,-4.06,1
4,4,1,11,0,15,31,13,8,10,19,17,119.3,1,0,0,1,0,0,19,0,8,8,8.0,13.11625,8,8,8,13.11625,9.4,-0.8,-3.12,1
4,0,1,5,0,15,78,13,16,8,14,21,152.0,1,0,0,0,0,0,19,0,5,5,0.0,7.3999999999999995,6,0,0,6.874999999999999,10.8,1.4,1.74,0
4,0,1,11,0,15,49,13,8,9,19,12,144.3,0,0,0,1,0,0,20,0,7,9,6.0,12.7,8,8,7,13.571428571428571,13.9,-0.3,0.79,1
4,3,1,11,0,15,36,13,9,8,11,21,129.5,1,0,0,1,0,1,20,0,7,7,6.0,12.333333333333334,7,7,6,12.333333333333334,7.6,2.6,0.32,1
4,0,3,0,0,15,14,13,24,24,11,12,105.4,0,0,0,1,0,0,20,0,5,6,5.0,13.333333333333334,5,6,5,13.2,7.6,2.6,0.32,1
4,17,1,11,0,15,4,13,24,9,0,5,136.0,1,0,0,1,0,0,21,0,7,9,7.0,14.355555555555554,8,8,8,13.49375,15.5,2.8,-4.06,1
4,16,1,1,0,16,78,13,10,8,19,21,160.0,0,0,1,1,0,1,19,0,6,8,6.0,13.0,6,11,5,13.0,15.5,2.8,-4.06,1
4,0,1,8,0,15,69,13,8,10,19,21,139.1,0,0,0,1,0,1,19,0,6,6,6.0,12.833333333333334,6,6,6,13.5,16.2,0.3,-0.92,1
4,0,2,0,0,15,59,13,10,8,19,21,126.9,0,0,0,1,0,1,21,0,5,5,5.0,13.2,5,5,4,13.0,9.4,-0.8,-3.12,1
4,14,1,11,0,8,44,13,16,10,17,1,160.15000000000003,0,0,0,1,0,0,28,0,7,9,7.0,17.0,8,9,8,16.582222222222224,15.5,2.8,-4.06,1
4,0,1,13,0,15,33,13,10,8,19,21,125.0,1,0,1,0,0,1,19,0,6,8,5.0,10.6,6,8,5,11.0,10.8,1.4,1.74,1
4,0,1,9,0,15,67,13,10,10,19,3,138.5,0,0,0,1,0,1,18,0,5,5,5.0,14.0,5,6,5,13.6,12.4,0.5,1.79,1
1,3,5,11,0,15,58,13,10,8,11,5,133.5,1,0,0,1,0,1,18,0,8,8,7.0,12.114285714285714,8,8,7,12.114285714285714,12.7,3.7,-1.7,1
4,0,3,11,0,15,60,13,9,10,16,17,141.5,1,0,0,1,0,1,18,0,8,8,8.0,13.05875,8,8,8,13.05875,9.4,-0.8,-3.12,1
4,17,1,11,0,15,26,13,24,15,19,6,130.0,1,0,0,1,0,0,22,0,8,8,7.0,13.285714285714286,8,8,7,13.285714285714286,12.7,3.7,-1.7,1
4,0,1,11,0,15,60,13,9,24,19,12,145.0,0,0,0,1,0,1,18,0,7,7,7.0,14.071428571428571,8,8,8,15.1625,13.9,-0.3,0.79,1
4,3,1,15,0,15,28,13,10,10,11,3,114.3,0,0,0,0,0,0,20,0,6,0,0.0,7.3999999999999995,6,0,0,6.874999999999999,15.5,2.8,-4.06,0
4,16,1,2,0,16,13,13,10,10,11,3,108.3,0,0,0,0,0,0,26,0,9,9,4.0,11.25,10,12,3,11.0,12.4,0.5,1.79,0
4,0,3,5,0,15,47,13,10,8,19,21,125.2,1,0,0,1,0,1,18,0,6,6,6.0,14.0,6,8,6,13.625,10.8,1.4,1.74,1
4,0,1,15,0,15,60,13,24,8,0,21,131.7,1,0,0,1,0,1,21,0,6,8,6.0,12.166666666666666,6,11,3,11.666666666666666,10.8,1.4,1.74,0
4,3,4,11,0,15,56,13,8,10,5,6,126.3,1,0,0,1,0,0,18,0,8,8,7.0,13.297142857142855,8,8,7,13.297142857142855,10.8,1.4,1.74,1
4,0,1,16,0,15,66,13,9,9,0,3,147.6,1,0,0,1,0,0,20,0,6,14,6.0,13.923076923076923,6,9,6,14.25,15.5,2.8,-4.06,1
4,0,6,11,0,15,39,13,8,9,11,3,125.1,1,0,0,1,0,0,18,0,7,11,7.0,13.37,8,13,7,12.833333333333334,15.5,2.8,-4.06,1
4,0,1,0,0,15,37,13,24,24,17,19,130.8,1,0,0,1,0,0,20,0,5,5,4.0,15.0,5,5,4,13.75,7.6,2.6,0.32,0
4,0,1,3,0,15,69,13,9,9,19,12,154.1,0,0,1,1,0,1,18,0,6,6,6.0,13.333333333333334,6,7,6,12.571428571428571,12.7,3.7,-1.7,1
4,0,2,14,1,15,10,13,9,4,18,20,103.5,1,0,0,1,0,0,22,0,6,7,5.0,13.4,6,9,5,12.2,7.6,2.6,0.32,1
4,6,1,10,1,15,56,13,9,8,11,17,100.0,0,0,0,1,0,0,21,0,5,9,4.0,11.5,5,5,5,11.4,8.9,1.4,3.51,1
4,0,1,11,0,15,64,13,9,9,0,0,133.8,0,0,0,1,0,0,18,0,8,8,7.0,13.485714285714284,8,8,7,13.485714285714284,12.7,3.7,-1.7,1
4,0,1,5,0,15,39,13,22,9,0,12,118.5,0,1,0,1,0,1,18,0,6,6,6.0,12.0,6,8,6,11.285714285714286,8.9,1.4,3.51,1
4,3,1,2,0,15,60,13,10,10,19,15,150.3,1,0,0,1,0,0,19,0,2,0,0.0,7.3999999999999995,2,0,0,6.874999999999999,15.5,2.8,-4.06,0
4,0,3,11,0,15,46,13,24,10,16,17,120.5,1,0,0,1,0,0,19,0,8,11,7.0,13.258571428571427,8,11,7,13.258571428571427,10.8,1.4,1.74,1
4,3,1,15,0,15,29,13,8,10,19,17,120.6,1,0,0,0,0,0,19,0,6,9,3.0,11.666666666666666,6,15,1,10.0,10.8,1.4,1.74,0
4,2,4,15,0,15,34,13,8,10,19,17,118.7,1,0,0,1,0,1,21,0,6,7,6.0,13.571428571428571,6,6,6,12.5,8.9,1.4,3.51,1
4,0,2,8,0,15,67,1,24,10,19,17,130.8,0,0,0,1,0,1,20,1,6,9,5.0,11.8,6,9,5,11.833333333333334,15.5,2.8,-4.06,1
4,0,1,9,0,15,27,13,9,9,5,21,112.6,1,0,0,1,0,1,20,0,5,7,5.0,14.2,5,7,5,13.285714285714286,11.1,0.6,2.02,1
4,14,1,10,1,5,43,13,10,10,19,21,117.2,0,0,0,1,0,0,34,0,5,8,5.0,11.0,5,6,5,11.8,7.6,2.6,0.32,1
4,3,3,11,0,15,52,13,8,24,19,12,131.8,1,0,0,1,0,0,18,0,8,8,7.0,14.652857142857142,8,8,7,14.652857142857142,10.8,1.4,1.74,1
0,14,1,14,1,15,78,13,10,10,5,0,97.0,0,0,0,1,0,1,34,0,6,9,6.0,11.333333333333334,6,6,6,11.333333333333334,15.5,2.8,-4.06,1
4,14,1,11,0,15,13,13,10,10,19,21,130.0,0,0,1,0,0,0,32,0,7,12,4.0,13.7,7,7,0,6.874999999999999,16.2,0.3,-0.92,0
4,14,1,14,1,9,54,13,9,10,11,21,148.0,0,0,0,1,0,0,34,0,10,11,10.5,13.727272727272728,8,8,8,14.75,12.4,0.5,1.79,1
3,14,2,9,0,8,39,13,16,10,19,21,103.4,0,0,0,1,0,0,30,0,7,9,7.0,11.75,8,12,7,11.142857142857142,12.7,3.7,-1.7,0
4,5,2,8,0,15,41,13,9,9,18,20,127.1,0,0,0,1,1,0,23,0,6,9,6.0,12.333333333333334,6,11,5,13.0,7.6,2.6,0.32,1
4,3,2,8,0,15,52,13,16,24,17,17,124.0,1,0,0,1,0,1,20,0,6,6,6.0,14.0,6,7,6,13.857142857142858,15.5,2.8,-4.06,0
4,0,1,0,0,15,46,13,9,10,11,17,121.4,0,0,0,1,1,0,21,0,5,7,4.0,11.5,5,6,4,11.75,9.4,-0.8,-3.12,1
4,0,1,9,0,15,20,13,8,9,11,17,118.1,0,0,0,1,1,0,19,0,5,6,5.0,11.2,5,5,5,13.2,12.4,0.5,1.79,1
4,3,4,11,0,15,48,13,24,9,0,6,121.3,1,0,0,1,1,1,18,0,8,8,7.0,15.07,8,8,7,15.07,10.8,1.4,1.74,1
4,17,1,7,0,15,59,13,28,28,18,20,119.5,0,0,0,1,1,0,18,0,5,6,1.0,10.0,5,7,1,12.0,10.8,1.4,1.74,0
4,4,1,0,0,15,54,13,24,10,19,21,130.2,1,0,0,1,1,0,22,0,6,11,4.0,13.0,6,11,4,12.6,12.7,3.7,-1.7,1
4,3,4,15,0,15,39,13,9,24,11,12,130.0,1,0,0,1,1,0,18,0,6,7,4.0,11.0,6,7,3,11.25,16.2,0.3,-0.92,0
4,2,2,13,0,15,39,13,10,10,11,3,126.9,1,0,0,1,0,0,18,0,6,8,6.0,13.571428571428571,6,11,5,12.166666666666666,9.4,-0.8,-3.12,1
4,0,2,5,0,15,69,10,15,24,19,15,160.15000000000003,1,0,0,1,1,0,21,1,6,7,5.0,14.6,6,6,5,14.2,16.2,0.3,-0.92,1
0,14,1,11,0,15,43,13,10,10,19,21,130.0,0,0,1,1,0,0,34,0,7,13,3.0,11.833333333333334,7,14,2,10.0,16.2,0.3,-0.92,0
4,4,1,12,0,15,54,13,8,10,19,21,122.8,0,0,0,1,0,1,19,0,7,11,7.0,12.625,8,11,8,12.5125,12.7,3.7,-1.7,1
2,14,1,11,0,15,43,13,10,10,19,21,110.0,0,0,0,1,0,0,34,0,7,12,4.0,11.5,7,14,3,12.333333333333334,16.2,0.3,-0.92,0
4,2,1,16,0,15,54,13,24,24,19,21,127.1,1,0,0,1,0,0,18,0,5,8,4.0,13.25,5,10,4,10.5,12.7,3.7,-1.7,1
4,0,3,11,0,15,43,13,9,9,11,12,108.5,1,0,0,1,0,0,19,0,7,9,7.0,12.60625,8,12,6,11.9,12.4,0.5,1.79,1
4,15,1,16,0,14,54,13,9,8,19,21,138.2,0,0,1,0,0,0,21,0,10,15,8.0,13.75,9,16,5,13.2,8.9,1.4,3.51,0
4,0,1,13,0,15,46,13,9,9,19,21,124.5,0,0,0,1,0,1,18,0,6,11,5.0,11.142857142857142,6,8,6,12.285714285714286,16.2,0.3,-0.92,1
4,3,1,9,0,15,54,13,10,10,19,17,132.3,1,0,0,1,0,0,20,0,5,9,1.0,10.0,5,10,1,11.0,7.6,2.6,0.32,0
4,3,1,15,0,15,37,13,9,24,11,17,120.7,1,0,1,1,0,0,18,0,6,8,6.0,11.666666666666666,6,10,4,11.5,13.9,-0.3,0.79,1
4,0,1,0,0,15,56,13,24,9,0,0,132.6,0,0,0,1,0,1,18,0,6,8,6.0,14.0,6,7,6,13.142857142857142,11.1,0.6,2.02,1
4,8,2,6,0,8,54,13,28,28,18,20,140.0,0,0,0,1,0,0,25,0,5,9,0.0,7.3999999999999995,5,9,0,6.874999999999999,10.8,1.4,1.74,0
4,0,6,11,0,15,52,13,24,24,0,0,124.5,1,0,0,1,0,0,19,0,8,9,7.0,12.04142857142857,8,9,7,12.04142857142857,10.8,1.4,1.74,1
4,0,1,2,0,15,57,13,9,9,16,17,142.0,1,0,0,1,0,1,18,0,2,0,0.0,7.3999999999999995,2,0,0,6.874999999999999,13.9,-0.3,0.79,1
4,8,1,15,0,9,39,13,24,24,5,3,130.0,0,0,0,1,0,0,34,0,10,14,10.5,13.76923076923077,10,16,12,14.583333333333334,13.9,-0.3,0.79,1
3,14,1,1,0,15,39,13,8,10,19,21,144.0,0,0,0,1,0,0,29,0,10,16,10.5,15.444444444444445,10,13,12,15.307692307692308,15.5,2.8,-4.06,1
4,8,1,5,0,8,54,13,10,15,19,6,140.0,0,0,0,0,0,0,23,0,3,3,2.0,10.0,6,0,0,6.874999999999999,10.8,1.4,1.74,0
4,17,1,3,0,15,26,13,24,10,11,12,113.9,1,0,0,1,0,0,21,0,6,8,4.0,12.25,6,13,3,10.333333333333334,12.7,3.7,-1.7,0
4,0,1,13,0,15,63,13,24,9,0,0,137.2,0,0,0,0,0,0,18,0,6,6,6.0,14.5,6,6,6,15.166666666666666,10.8,1.4,1.74,1
4,8,1,16,0,9,54,13,24,9,11,12,140.0,1,0,0,1,0,0,23,0,6,7,6.0,15.571428571428571,6,8,6,16.375,12.4,0.5,1.79,1
4,0,1,6,0,15,79,13,24,9,0,0,152.3,0,0,0,1,0,0,18,0,6,7,6.0,15.571428571428571,6,7,6,14.714285714285714,11.1,0.6,2.02,1
3,14,1,14,1,5,43,13,10,10,0,5,112.5,0,0,0,1,0,0,32,0,6,8,5.0,13.8,6,7,6,12.166666666666666,9.4,-0.8,-3.12,1
3,14,2,9,0,15,67,13,9,10,19,17,101.0,0,0,1,0,0,0,29,0,5,8,3.0,10.666666666666666,5,14,2,14.8,10.8,1.4,1.74,0
4,14,1,13,0,15,54,13,28,28,18,20,114.0,1,0,0,0,0,0,28,0,6,11,1.0,13.0,6,12,0,6.874999999999999,9.4,-0.8,-3.12,0
4,8,1,9,0,8,39,13,8,8,14,21,130.0,0,0,0,1,0,0,27,0,5,9,3.0,12.0,5,11,4,13.625,10.8,1.4,1.74,1
4,5,2,11,0,15,26,13,10,28,9,20,121.5,0,0,1,1,0,0,22,0,10,14,10.5,12.333333333333334,10,14,12,12.333333333333334,7.6,2.6,0.32,1
4,8,1,14,1,8,39,13,10,8,18,12,130.0,0,0,0,0,0,0,28,0,6,12,1.0,11.0,6,0,0,6.874999999999999,12.7,3.7,-1.7,0
3,14,1,1,0,15,26,13,10,10,19,21,125.7,0,0,1,0,0,0,34,0,6,10,4.0,12.25,6,13,4,10.5,8.9,1.4,3.51,0
4,5,1,12,0,15,54,13,10,10,19,21,128.0,1,0,0,0,0,0,32,0,7,7,0.0,7.3999999999999995,8,8,0,6.874999999999999,10.8,1.4,1.74,0
0,14,1,11,0,5,43,13,8,24,19,0,120.0,0,0,0,1,0,1,34,0,8,9,8.0,13.63,8,9,8,13.63,9.4,-0.8,-3.12,1
4,0,1,0,0,15,39,13,10,10,18,20,117.8,1,0,0,1,0,0,21,0,5,8,3.0,13.0,5,7,4,11.5,7.6,2.6,0.32,1
4,0,1,11,0,15,93,13,16,8,5,17,160.15000000000003,0,0,0,1,0,1,18,0,7,7,7.0,16.9,8,9,8,16.37777777777778,16.2,0.3,-0.92,1
4,3,4,13,0,15,31,13,9,9,11,5,117.7,1,0,0,1,0,0,18,0,6,10,5.0,12.0,6,11,4,12.0,16.2,0.3,-0.92,1
4,16,1,14,1,16,26,13,9,10,16,3,121.8,1,0,0,1,0,0,22,0,6,6,6.0,12.5,6,7,6,13.285714285714286,12.4,0.5,1.79,1
4,0,2,11,0,15,54,13,24,24,0,1,128.3,1,0,0,1,0,0,19,0,8,8,7.0,12.764285714285714,8,8,7,12.764285714285714,10.8,1.4,1.74,1
4,4,2,9,0,15,58,13,9,8,19,17,132.2,1,0,0,1,0,1,18,0,5,8,5.0,13.75,5,6,5,12.166666666666666,13.9,-0.3,0.79,1
4,0,2,2,0,15,47,13,27,24,5,0,134.3,1,0,1,1,0,0,19,0,2,0,0.0,7.3999999999999995,2,0,0,6.874999999999999,12.4,0.5,1.79,0
4,0,1,11,0,15,41,13,9,24,19,12,123.4,0,0,0,1,0,1,18,0,7,7,7.0,14.604285714285712,8,9,8,15.68333333333333,11.1,0.6,2.02,1
3,14,1,10,1,5,43,13,9,27,11,6,121.7,0,0,1,0,0,0,31,0,5,7,0.0,7.3999999999999995,5,7,0,6.874999999999999,16.2,0.3,-0.92,0
3,14,1,14,1,5,4,13,24,9,14,12,130.0,0,0,1,1,0,1,33,0,6,9,5.0,13.833333333333334,6,7,6,12.5,9.4,-0.8,-3.12,1
4,0,3,11,0,15,48,13,9,8,16,17,126.5,1,0,0,1,0,1,19,0,8,8,8.0,13.57625,8,8,8,13.57625,9.4,-0.8,-3.12,1
4,3,1,13,0,15,70,13,8,8,16,17,159.7,1,0,0,1,0,1,18,0,6,7,6.0,15.142857142857142,6,6,6,15.833333333333334,12.7,3.7,-1.7,1
4,0,1,9,0,15,78,13,2,9,0,6,151.3,0,0,0,1,0,0,23,0,5,8,3.0,10.666666666666666,5,8,5,11.6,7.6,2.6,0.32,1
4,3,1,13,0,15,60,13,8,8,11,17,138.0,1,0,0,1,0,0,20,0,6,11,5.0,11.2,6,6,6,12.0,9.4,-0.8,-3.12,1
4,0,5,11,0,15,48,13,8,8,0,5,126.5,1,0,0,1,0,0,18,0,8,8,8.0,13.76375,8,8,8,13.76375,9.4,-0.8,-3.12,1
4,0,1,13,0,15,26,13,9,8,11,3,112.3,0,0,0,1,0,1,22,0,6,10,5.0,10.714285714285714,6,10,5,12.2,12.7,3.7,-1.7,1
4,0,1,13,0,15,28,13,24,9,0,0,127.3,1,0,1,1,0,0,20,0,6,6,6.0,12.166666666666666,6,7,6,11.666666666666666,9.4,-0.8,-3.12,1
4,8,1,11,0,8,39,13,9,8,0,1,130.0,1,0,0,1,0,0,23,0,7,8,6.0,14.357142857142858,7,8,6,14.357142857142858,7.6,2.6,0.32,1
4,3,2,8,0,15,43,13,16,24,0,12,115.0,1,0,0,1,0,0,19,0,6,6,6.0,12.833333333333334,6,6,6,12.666666666666666,16.2,0.3,-0.92,1
4,3,6,11,0,15,67,13,24,10,14,15,131.5,1,0,0,1,0,0,19,0,8,8,7.0,13.925714285714283,8,8,7,13.925714285714283,10.8,1.4,1.74,1
4,14,1,10,1,15,43,13,9,8,16,0,125.7,0,0,0,1,0,0,26,0,5,9,2.0,12.0,5,9,3,11.0,10.8,1.4,1.74,0
4,0,6,11,0,15,56,13,24,10,0,6,126.8,1,0,0,1,0,0,18,0,7,7,7.0,13.44285714285714,8,9,8,13.744444444444444,16.2,0.3,-0.92,1
4,4,1,7,0,15,62,13,24,10,16,17,132.4,1,0,0,1,1,0,18,0,5,5,1.0,16.0,5,5,0,6.874999999999999,9.4,-0.8,-3.12,0
4,16,1,1,0,16,67,13,8,10,19,21,150.0,1,0,0,1,1,0,20,0,6,8,6.0,13.125,6,10,6,13.2,16.2,0.3,-0.92,1
